a,b,expr,sum
359,957,359+957,1316
394,789,394+789,1183
672,122,672+122,794
306,289,306+289,595
526,854,526+854,1380
159,172,159+172,331
907,996,907+996,1903
102,740,102+740,842
926,994,926+994,1920
23,245,23+245,268
435,924,435+924,1359
744,833,744+833,1577
303,767,303+767,1070
293,363,293+363,656
347,830,347+830,1177
941,174,941+174,1115
763,881,763+881,1644
668,954,668+954,1622
197,586,197+586,783
454,268,454+268,722
80,427,80+427,507
851,222,851+222,1073
725,907,725+907,1632
237,404,237+404,641
22,934,22+934,956
285,985,285+985,1270
707,451,707+451,1158
60,31,60+31,91
751,346,751+346,1097
369,785,369+785,1154
140,212,140+212,352
831,549,831+549,1380
742,19,742+19,761
510,132,510+132,642
72,343,72+343,415
225,541,225+541,766
867,408,867+408,1275
875,599,875+599,1474
365,969,365+969,1334
842,737,842+737,1579
699,754,699+754,1453
750,854,750+854,1604
859,650,859+650,1509
838,479,838+479,1317
233,517,233+517,750
104,406,104+406,510
922,393,922+393,1315
762,717,762+717,1479
119,201,119+201,320
328,742,328+742,1070
195,690,195+690,885
485,709,485+709,1194
992,702,992+702,1694
228,335,228+335,563
50,608,50+608,658
551,439,551+439,990
231,572,231+572,803
973,958,973+958,1931
607,731,607+731,1338
256,484,256+484,740
492,112,492+112,604
800,461,800+461,1261
616,908,616+908,1524
144,714,144+714,858
879,911,879+911,1790
445,340,445+340,785
533,688,533+688,1221
951,999,951+999,1950
757,588,757+588,1345
680,195,680+195,875
203,653,203+653,856
51,402,51+402,453
92,754,92+754,846
33,477,33+477,510
212,419,212+419,631
262,523,262+523,785
698,329,698+329,1027
534,413,534+413,947
393,640,393+640,1033
204,321,204+321,525
323,330,323+330,653
294,187,294+187,481
816,629,816+629,1445
746,41,746+41,787
456,721,456+721,1177
383,131,383+131,514
522,349,522+349,871
482,791,482+791,1273
132,609,132+609,741
660,455,660+455,1115
801,424,801+424,1225
671,739,671+739,1410
105,424,105+424,529
617,438,617+438,1055
238,516,238+516,754
267,741,267+741,1008
217,144,217+144,361
876,613,876+613,1489
506,981,506+981,1487
709,112,709+112,821
242,904,242+904,1146
593,845,593+845,1438
131,999,131+999,1130
411,956,411+956,1367
237,458,237+458,695
986,944,986+944,1930
996,513,996+513,1509
495,928,495+928,1423
434,229,434+229,663
782,131,782+131,913
749,517,749+517,1266
54,477,54+477,531
380,813,380+813,1193
691,596,691+596,1287
659,984,659+984,1643
886,250,886+250,1136
594,735,594+735,1329
210,573,210+573,783
11,682,11+682,693
788,11,788+11,799
993,593,993+593,1586
239,689,239+689,928
125,25,125+25,150
621,878,621+878,1499
999,935,999+935,1934
758,853,758+853,1611
247,319,247+319,566
709,184,709+184,893
924,475,924+475,1399
120,217,120+217,337
851,223,851+223,1074
696,348,696+348,1044
105,857,105+857,962
338,185,338+185,523
925,179,925+179,1104
77,753,77+753,830
83,736,83+736,819
323,167,323+167,490
598,295,598+295,893
669,903,669+903,1572
187,664,187+664,851
306,794,306+794,1100
136,588,136+588,724
42,144,42+144,186
994,686,994+686,1680
744,142,744+142,886
44,825,44+825,869
424,592,424+592,1016
912,345,912+345,1257
598,338,598+338,936
908,302,908+302,1210
515,453,515+453,968
305,988,305+988,1293
675,944,675+944,1619
604,269,604+269,873
635,296,635+296,931
196,228,196+228,424
276,704,276+704,980
729,950,729+950,1679
421,291,421+291,712
997,261,997+261,1258
179,996,179+996,1175
173,293,173+293,466
990,12,990+12,1002
965,544,965+544,1509
936,569,936+569,1505
955,897,955+897,1852
348,3,348+3,351
689,874,689+874,1563
259,997,259+997,1256
118,718,118+718,836
711,207,711+207,918
980,54,980+54,1034
728,425,728+425,1153
629,529,629+529,1158
71,19,71+19,90
613,366,613+366,979
100,144,100+144,244
647,560,647+560,1207
687,751,687+751,1438
38,544,38+544,582
295,746,295+746,1041
708,576,708+576,1284
573,18,573+18,591
425,877,425+877,1302
381,68,381+68,449
646,794,646+794,1440
915,495,915+495,1410
618,687,618+687,1305
224,894,224+894,1118
547,395,547+395,942
287,489,287+489,776
336,689,336+689,1025
285,382,285+382,667
24,92,24+92,116
572,265,572+265,837
516,426,516+426,942
538,637,538+637,1175
397,927,397+927,1324
60,964,60+964,1024
144,951,144+951,1095
582,58,582+58,640
999,561,999+561,1560
244,898,244+898,1142
786,436,786+436,1222
100,496,100+496,596
55,618,55+618,673
849,640,849+640,1489
388,35,388+35,423
919,873,919+873,1792
266,257,266+257,523
300,499,300+499,799
190,29,190+29,219
180,80,180+80,260
769,264,769+264,1033
547,508,547+508,1055
362,575,362+575,937
144,268,144+268,412
142,28,142+28,170
947,880,947+880,1827
906,772,906+772,1678
512,253,512+253,765
939,813,939+813,1752
798,840,798+840,1638
273,457,273+457,730
917,539,917+539,1456
7,192,7+192,199
172,449,172+449,621
818,87,818+87,905
30,542,30+542,572
69,46,69+46,115
135,46,135+46,181
67,962,67+962,1029
722,88,722+88,810
699,935,699+935,1634
850,362,850+362,1212
500,835,500+835,1335
968,7,968+7,975
910,962,910+962,1872
245,161,245+161,406
971,73,971+73,1044
254,507,254+507,761
584,910,584+910,1494
608,881,608+881,1489
764,636,764+636,1400
455,483,455+483,938
831,625,831+625,1456
474,833,474+833,1307
201,864,201+864,1065
728,344,728+344,1072
388,557,388+557,945
466,790,466+790,1256
100,450,100+450,550
866,608,866+608,1474
757,943,757+943,1700
328,716,328+716,1044
75,118,75+118,193
147,153,147+153,300
712,412,712+412,1124
573,368,573+368,941
850,252,850+252,1102
414,310,414+310,724
181,365,181+365,546
296,467,296+467,763
437,350,437+350,787
33,623,33+623,656
218,351,218+351,569
779,202,779+202,981
152,682,152+682,834
783,662,783+662,1445
569,384,569+384,953
420,889,420+889,1309
501,933,501+933,1434
244,505,244+505,749
556,209,556+209,765
288,485,288+485,773
113,34,113+34,147
622,389,622+389,1011
44,515,44+515,559
805,742,805+742,1547
896,140,896+140,1036
210,786,210+786,996
378,235,378+235,613
671,699,671+699,1370
946,158,946+158,1104
995,67,995+67,1062
594,116,594+116,710
881,175,881+175,1056
319,889,319+889,1208
909,850,909+850,1759
653,579,653+579,1232
475,70,475+70,545
704,900,704+900,1604
821,742,821+742,1563
541,118,541+118,659
456,469,456+469,925
504,216,504+216,720
631,248,631+248,879
823,198,823+198,1021
175,844,175+844,1019
539,970,539+970,1509
666,719,666+719,1385
976,985,976+985,1961
260,230,260+230,490
236,590,236+590,826
306,852,306+852,1158
43,194,43+194,237
156,871,156+871,1027
380,500,380+500,880
416,221,416+221,637
760,641,760+641,1401
817,716,817+716,1533
312,539,312+539,851
486,633,486+633,1119
108,234,108+234,342
505,867,505+867,1372
965,301,965+301,1266
756,462,756+462,1218
826,880,826+880,1706
801,127,801+127,928
501,683,501+683,1184
28,25,28+25,53
571,216,571+216,787
772,890,772+890,1662
904,620,904+620,1524
920,910,920+910,1830
616,818,616+818,1434
370,891,370+891,1261
651,111,651+111,762
706,172,706+172,878
29,600,29+600,629
382,684,382+684,1066
849,801,849+801,1650
354,149,354+149,503
389,307,389+307,696
454,43,454+43,497
467,832,467+832,1299
253,250,253+250,503
524,656,524+656,1180
963,463,963+463,1426
940,224,940+224,1164
694,446,694+446,1140
304,432,304+432,736
35,491,35+491,526
559,272,559+272,831
508,631,508+631,1139
470,953,470+953,1423
877,402,877+402,1279
122,557,122+557,679
760,543,760+543,1303
319,624,319+624,943
599,107,599+107,706
74,997,74+997,1071
704,672,704+672,1376
20,223,20+223,243
977,87,977+87,1064
648,773,648+773,1421
965,462,965+462,1427
431,740,431+740,1171
166,656,166+656,822
869,385,869+385,1254
34,933,34+933,967
695,584,695+584,1279
274,108,274+108,382
410,499,410+499,909
170,549,170+549,719
4,486,4+486,490
552,252,552+252,804
378,822,378+822,1200
18,176,18+176,194
3,903,3+903,906
750,345,750+345,1095
625,218,625+218,843
497,228,497+228,725
115,547,115+547,662
290,119,290+119,409
678,847,678+847,1525
601,882,601+882,1483
334,856,334+856,1190
173,23,173+23,196
800,26,800+26,826
487,344,487+344,831
447,425,447+425,872
426,219,426+219,645
988,939,988+939,1927
812,755,812+755,1567
192,59,192+59,251
663,373,663+373,1036
442,598,442+598,1040
632,74,632+74,706
579,558,579+558,1137
538,964,538+964,1502
745,258,745+258,1003
959,680,959+680,1639
568,758,568+758,1326
549,724,549+724,1273
11,889,11+889,900
178,223,178+223,401
709,624,709+624,1333
655,632,655+632,1287
333,314,333+314,647
140,60,140+60,200
275,262,275+262,537
399,553,399+553,952
766,44,766+44,810
748,144,748+144,892
7,279,7+279,286
829,124,829+124,953
114,131,114+131,245
859,658,859+658,1517
388,796,388+796,1184
592,296,592+296,888
4,631,4+631,635
460,271,460+271,731
489,664,489+664,1153
109,663,109+663,772
607,625,607+625,1232
760,2,760+2,762
81,167,81+167,248
220,462,220+462,682
691,928,691+928,1619
68,735,68+735,803
34,536,34+536,570
500,35,500+35,535
572,904,572+904,1476
856,223,856+223,1079
718,182,718+182,900
964,586,964+586,1550
289,627,289+627,916
470,724,470+724,1194
686,777,686+777,1463
854,726,854+726,1580
678,750,678+750,1428
810,342,810+342,1152
200,922,200+922,1122
519,677,519+677,1196
550,183,550+183,733
683,250,683+250,933
935,156,935+156,1091
830,277,830+277,1107
866,523,866+523,1389
796,992,796+992,1788
508,453,508+453,961
813,451,813+451,1264
449,705,449+705,1154
488,661,488+661,1149
659,573,659+573,1232
419,630,419+630,1049
489,297,489+297,786
95,917,95+917,1012
592,353,592+353,945
734,344,734+344,1078
2,10,2+10,12
475,550,475+550,1025
117,480,117+480,597
562,427,562+427,989
184,929,184+929,1113
928,639,928+639,1567
439,671,439+671,1110
741,109,741+109,850
74,30,74+30,104
287,284,287+284,571
859,945,859+945,1804
778,813,778+813,1591
662,345,662+345,1007
192,552,192+552,744
780,339,780+339,1119
101,300,101+300,401
639,413,639+413,1052
996,109,996+109,1105
113,560,113+560,673
30,502,30+502,532
862,746,862+746,1608
289,364,289+364,653
524,463,524+463,987
610,197,610+197,807
930,909,930+909,1839
219,127,219+127,346
416,938,416+938,1354
761,539,761+539,1300
212,896,212+896,1108
971,146,971+146,1117
541,526,541+526,1067
687,149,687+149,836
334,460,334+460,794
130,83,130+83,213
596,22,596+22,618
468,352,468+352,820
158,114,158+114,272
446,817,446+817,1263
705,499,705+499,1204
743,371,743+371,1114
133,344,133+344,477
683,284,683+284,967
846,421,846+421,1267
263,114,263+114,377
846,822,846+822,1668
329,202,329+202,531
596,961,596+961,1557
141,476,141+476,617
514,139,514+139,653
799,342,799+342,1141
217,707,217+707,924
435,507,435+507,942
322,786,322+786,1108
709,657,709+657,1366
501,648,501+648,1149
227,244,227+244,471
9,675,9+675,684
260,421,260+421,681
319,797,319+797,1116
799,103,799+103,902
500,830,500+830,1330
487,818,487+818,1305
885,511,885+511,1396
315,60,315+60,375
185,601,185+601,786
623,649,623+649,1272
544,168,544+168,712
956,254,956+254,1210
576,261,576+261,837
769,588,769+588,1357
857,744,857+744,1601
815,789,815+789,1604
568,536,568+536,1104
683,489,683+489,1172
705,19,705+19,724
303,490,303+490,793
882,281,882+281,1163
536,569,536+569,1105
825,734,825+734,1559
873,879,873+879,1752
82,233,82+233,315
948,392,948+392,1340
658,32,658+32,690
71,555,71+555,626
432,191,432+191,623
622,934,622+934,1556
42,389,42+389,431
621,286,621+286,907
236,555,236+555,791
968,874,968+874,1842
769,915,769+915,1684
292,407,292+407,699
940,902,940+902,1842
162,204,162+204,366
608,119,608+119,727
594,733,594+733,1327
604,752,604+752,1356
837,64,837+64,901
313,875,313+875,1188
980,531,980+531,1511
713,492,713+492,1205
232,872,232+872,1104
678,450,678+450,1128
668,629,668+629,1297
170,329,170+329,499
486,580,486+580,1066
965,728,965+728,1693
566,236,566+236,802
519,420,519+420,939
888,457,888+457,1345
582,789,582+789,1371
431,900,431+900,1331
684,787,684+787,1471
476,341,476+341,817
890,481,890+481,1371
761,326,761+326,1087
9,123,9+123,132
939,214,939+214,1153
463,464,463+464,927
663,308,663+308,971
177,839,177+839,1016
296,291,296+291,587
221,238,221+238,459
370,836,370+836,1206
45,565,45+565,610
572,142,572+142,714
500,615,500+615,1115
139,759,139+759,898
112,889,112+889,1001
861,203,861+203,1064
182,83,182+83,265
191,125,191+125,316
798,265,798+265,1063
200,884,200+884,1084
581,615,581+615,1196
751,795,751+795,1546
955,216,955+216,1171
928,987,928+987,1915
766,933,766+933,1699
914,317,914+317,1231
989,45,989+45,1034
366,65,366+65,431
486,392,486+392,878
116,999,116+999,1115
988,397,988+397,1385
423,254,423+254,677
813,933,813+933,1746
774,979,774+979,1753
363,598,363+598,961
856,60,856+60,916
323,857,323+857,1180
744,421,744+421,1165
417,604,417+604,1021
715,717,715+717,1432
217,895,217+895,1112
878,913,878+913,1791
246,853,246+853,1099
70,258,70+258,328
73,644,73+644,717
463,5,463+5,468
298,253,298+253,551
223,726,223+726,949
836,809,836+809,1645
445,897,445+897,1342
65,555,65+555,620
785,420,785+420,1205
982,693,982+693,1675
419,866,419+866,1285
966,234,966+234,1200
985,430,985+430,1415
458,221,458+221,679
790,981,790+981,1771
184,585,184+585,769
62,836,62+836,898
594,169,594+169,763
561,789,561+789,1350
938,615,938+615,1553
136,821,136+821,957
626,848,626+848,1474
951,481,951+481,1432
127,979,127+979,1106
596,226,596+226,822
140,536,140+536,676
669,724,669+724,1393
999,432,999+432,1431
422,572,422+572,994
170,584,170+584,754
459,930,459+930,1389
754,61,754+61,815
498,927,498+927,1425
398,872,398+872,1270
407,66,407+66,473
854,789,854+789,1643
760,430,760+430,1190
220,9,220+9,229
85,938,85+938,1023
723,60,723+60,783
256,640,256+640,896
981,142,981+142,1123
412,747,412+747,1159
386,55,386+55,441
757,536,757+536,1293
404,894,404+894,1298
663,481,663+481,1144
543,823,543+823,1366
800,834,800+834,1634
642,761,642+761,1403
392,790,392+790,1182
384,361,384+361,745
414,924,414+924,1338
611,706,611+706,1317
504,108,504+108,612
502,652,502+652,1154
557,327,557+327,884
453,517,453+517,970
914,722,914+722,1636
261,701,261+701,962
318,487,318+487,805
916,996,916+996,1912
814,22,814+22,836
707,332,707+332,1039
171,552,171+552,723
821,709,821+709,1530
422,93,422+93,515
270,256,270+256,526
616,46,616+46,662
663,367,663+367,1030
188,790,188+790,978
700,886,700+886,1586
792,545,792+545,1337
223,162,223+162,385
508,111,508+111,619
926,204,926+204,1130
329,813,329+813,1142
439,856,439+856,1295
825,207,825+207,1032
141,579,141+579,720
787,856,787+856,1643
899,204,899+204,1103
72,450,72+450,522
544,98,544+98,642
386,332,386+332,718
200,769,200+769,969
900,317,900+317,1217
567,799,567+799,1366
753,183,753+183,936
157,894,157+894,1051
31,647,31+647,678
91,609,91+609,700
908,625,908+625,1533
211,653,211+653,864
210,621,210+621,831
193,382,193+382,575
905,279,905+279,1184
663,177,663+177,840
522,25,522+25,547
537,696,537+696,1233
545,79,545+79,624
148,337,148+337,485
386,379,386+379,765
60,300,60+300,360
575,162,575+162,737
287,145,287+145,432
825,188,825+188,1013
800,948,800+948,1748
238,764,238+764,1002
662,917,662+917,1579
756,845,756+845,1601
908,230,908+230,1138
157,732,157+732,889
796,834,796+834,1630
463,973,463+973,1436
244,34,244+34,278
905,881,905+881,1786
510,764,510+764,1274
936,714,936+714,1650
395,52,395+52,447
508,56,508+56,564
69,919,69+919,988
759,407,759+407,1166
212,927,212+927,1139
675,669,675+669,1344
166,838,166+838,1004
341,645,341+645,986
943,572,943+572,1515
154,602,154+602,756
242,426,242+426,668
702,245,702+245,947
390,1,390+1,391
338,39,338+39,377
808,417,808+417,1225
64,925,64+925,989
922,497,922+497,1419
681,259,681+259,940
131,166,131+166,297
499,29,499+29,528
678,563,678+563,1241
108,41,108+41,149
108,964,108+964,1072
639,86,639+86,725
880,144,880+144,1024
941,910,941+910,1851
709,215,709+215,924
425,81,425+81,506
320,289,320+289,609
877,328,877+328,1205
303,35,303+35,338
470,787,470+787,1257
715,638,715+638,1353
19,734,19+734,753
166,62,166+62,228
733,897,733+897,1630
613,65,613+65,678
887,473,887+473,1360
282,109,282+109,391
932,32,932+32,964
444,304,444+304,748
582,424,582+424,1006
249,359,249+359,608
640,57,640+57,697
338,676,338+676,1014
61,171,61+171,232
684,602,684+602,1286
168,814,168+814,982
456,599,456+599,1055
899,904,899+904,1803
477,782,477+782,1259
399,442,399+442,841
93,597,93+597,690
160,200,160+200,360
216,279,216+279,495
766,460,766+460,1226
407,67,407+67,474
538,269,538+269,807
38,707,38+707,745
765,905,765+905,1670
523,498,523+498,1021
17,907,17+907,924
348,961,348+961,1309
83,890,83+890,973
895,905,895+905,1800
571,822,571+822,1393
339,864,339+864,1203
740,394,740+394,1134
505,478,505+478,983
759,28,759+28,787
829,951,829+951,1780
603,974,603+974,1577
770,661,770+661,1431
168,273,168+273,441
